u,v,weight
1307,9948,0.010358212
1307,9949,0.010986307
1307,9950,0.017461767
1308,17,0.0015985658
1308,75,0.006641792
1308,113,0.0022975015
1308,235,0.0012253694
1308,246,0.0079097245
1308,304,0.01057661
1308,306,0.0079097245
1308,314,0.01057661
1308,393,0.00198119
1308,492,0.0059152916
1308,516,0.004985969
1308,526,0.0013654543
1308,589,0.0059152916
1308,683,0.01777527
1308,698,0.0015804548
1308,832,0.003089692
1308,842,0.004985969
1308,845,0.004700918
1308,939,0.009971938
1308,952,0.0012996726
1308,1116,0.004440588
1308,1163,0.0014482519
1308,1263,0.01254796
1308,1289,0.002614196
1308,1362,0.008373433
1308,1368,0.0035155842
1308,1370,0.0070311683
1308,1426,0.0027779844
1308,1453,0.0012253694
1308,1457,0.004186717
1308,1470,0.0031310383
1308,1482,0.009401836
1308,1559,0.01057661
1308,1560,0.009644052
1308,1659,0.0015186672
1308,1686,0.0018502716
1308,1746,0.0021173467
1308,1777,0.004440588
1308,1783,0.0022034924
1308,1784,0.005288305
1308,1837,0.003089692
1308,1865,0.015466549
1308,1927,0.004700918
1308,2014,0.0015186672
1308,2067,0.0079097245
1308,2090,0.0017345799
1308,2104,0.003089692
1308,2125,0.0022975015
1308,2207,0.0012253694
1308,2212,0.0011509345
1308,2242,0.005364018
1308,2319,0.005288305
1308,2329,0.009401836
1308,2350,0.027062653
1308,2440,0.006641792
1308,2515,0.0010871973
1308,2534,0.0014957695
1308,2544,0.00198119
1308,2637,0.003089692
1308,2656,0.0029185896
1308,2706,0.0018397603
1308,2742,0.0015864688
1308,2803,0.002354927
1308,2808,0.0022975015
1308,2993,0.0015273436
1308,3066,0.010836204
1308,3098,0.0014482519
1308,3205,0.0010250414
1308,3274,0.0033208963
1308,3287,0.0013654543
1308,3292,0.0028660106
1308,3302,0.0016292132
1308,3306,0.0018537886
1308,3307,0.0033208963
1308,3332,0.0031310383
1308,3342,0.00198119
1308,3363,0.0016107549
1308,3375,0.0011509345
1308,3385,0.0018397603
1308,3411,0.0018502716
1308,3432,0.0015477827
1308,3498,0.0062620766
1308,3513,0.0016292132
1308,3772,0.012487752
1308,3775,0.014978947
1308,3853,0.008373433
1308,3861,0.0022034924
1308,3919,0.004985969
1308,3941,0.00372876
1308,3978,0.013703344
1308,4032,0.0037690494
1308,4096,0.00198119
1308,4134,0.016734676
1308,4339,0.0010871973
1308,4340,0.0039548622
1308,4414,0.0035155842
1308,4438,0.0033208963
1308,4468,0.0070311683
1308,4520,0.009971938
1308,4563,0.0033208963
1308,4582,0.01057661
1308,4595,0.0011509345
1308,4671,0.0011400578
1308,4692,0.0011314307
1308,4703,0.0014957695
1308,4709,0.0039548622
1308,4816,0.0039548622
1308,4864,0.008881176
1308,4865,0.0016261223
1308,4908,0.0070311683
1308,4957,0.0055771107
1308,5011,0.00745752
1308,5079,0.002957646
1308,5145,0.021025758
1308,5148,0.0020893868
1308,5151,0.0010871973
1308,5237,0.005288305
1308,5316,0.0014482519
1308,5365,0.0010871973
1308,5385,0.0027569626
1308,5597,0.006641792
1308,5611,0.0033208963
1308,5769,0.0079097245
1308,5772,0.011175423
1308,5864,0.018494865
1308,5899,0.0015360698
1308,5900,0.0019550277
1308,5940,0.009599438
1308,5953,0.009971938
1308,6172,0.00745752
1308,6181,0.011425309
1308,6211,0.025161905
1308,6263,0.006641792
1308,6288,0.0022034924
1308,6366,0.00372876
1308,6434,0.0066417926
1308,6439,0.0012996726
1308,6467,0.0031310383
1308,6566,0.0010250414
1308,6643,0.0026441526
1308,6644,0.011175423
1308,6664,0.0062620766
1308,6731,0.008881176
1308,6890,0.004700918
1308,6911,0.0062620766
1308,6920,0.001984956
1308,7017,0.008373433
1308,7021,0.0012996726
1308,7058,0.0017345799
1308,7063,0.004440588
1308,7099,0.0020973373
1308,7187,0.0013095825
1308,7218,0.0031310383
1308,7328,0.0014482519
1308,7355,0.008881176
1308,7376,0.0059152916
1308,7379,0.0070311683
1308,7384,0.0022034924
1308,7419,0.0016510154
1308,7464,0.0034032797
1308,7486,0.00372876
1308,7544,0.00745752
1308,7932,0.0015864688
1308,8086,0.015663913
1308,8131,0.002101324
1308,8340,0.003089692
1308,8400,0.0062620766
1308,8403,0.0035155842
1308,8415,0.0032584264
1308,8450,0.008373433
1308,8515,0.0016261223
1308,8643,0.0010387585
1308,8645,0.0031310383
1308,8940,0.0059152916
1308,9022,0.00745752
1308,9103,0.0031310383
1308,9110,0.0062620766
1308,9193,0.0013654543
1308,9235,0.006641792
1308,9330,0.011175423
1308,9461,0.0079097245
1308,9476,0.0012583842
1308,9619,0.0035155842
1308,9891,0.004440588
1308,9910,0.008373433
1308,9951,0.0026736662
1308,9952,0.0014482519
1308,9953,0.0020893868
1308,9954,0.0027885553
1308,9955,0.0035155842
1308,9956,0.0035155842
1308,9957,0.004700918
1308,9958,0.005288305
1308,9959,0.0055771107
1308,9960,0.0059152916
1308,9961,0.008881176
1308,9962,0.008881176
1309,286,0.33333334
1309,5194,0.33333334
1309,8758,0.33333334
1310,821,0.24311773
1310,2113,0.25688225
1310,2453,0.24311773
1310,4984,0.25688225
1311,134,0.019093238
1311,144,0.015173512
1311,207,0.018001664
1311,480,0.012035603
1311,749,0.01071911
1311,1067,0.022695038
1311,1281,0.016093593
1311,1553,0.021438219
1311,1736,0.015173512
1311,1756,0.016093593
1311,2297,0.019093238
1311,2383,0.017069466
1311,2404,0.021438219
1311,2495,0.02866645
1311,3049,0.017069466
1311,3080,0.01071911
1311,3483,0.020212581
1311,3741,0.012035603
1311,3762,0.01071911
1311,3770,0.022695038
1311,3840,0.013513785
1311,4092,0.011347519
1311,4168,0.01276541
1311,4244,0.016093593
1311,4458,0.032607023
1311,4705,0.017069466
1311,4708,0.016093593
1311,4880,0.01276541
1311,5511,0.01276541
1311,5671,0.019093238
1311,5925,0.016093593
1311,5940,0.020212581
1311,6160,0.027098635
1311,6168,0.011347519
1311,6176,0.02866645
1311,6181,0.01276541
1311,6254,0.02206663
1311,6445,0.010106291
1311,6779,0.01276541
1311,6828,0.01276541
1311,6853,0.020212581
1311,6863,0.013513785
1311,6996,0.030347023
1311,7003,0.016093593
1311,7083,0.018001664
1311,7091,0.018001664
1311,7872,0.011347519
1311,7899,0.020212581
1311,7947,0.011347519
1311,8458,0.014333225
1311,8794,0.018001664
1311,9963,0.010106291
1311,9964,0.01071911
1311,9965,0.011347519
1311,9966,0.016093593
1311,9967,0.017069466
1311,9968,0.02866645
1311,9969,0.030347023
1312,4000,0.5
1312,5075,0.5
1313,436,0.07058583
1313,903,0.07058583
1313,1503,0.07058583
1313,3297,0.0718026
1313,3898,0.066424124
1313,4472,0.07472392
1313,4492,0.0718026
1313,6028,0.07058583
1313,6532,0.07472392
1313,6805,0.07880475
1313,6960,0.066424124
1313,9971,0.066424124
1313,9972,0.0718026
1313,9973,0.07472392
1314,298,0.01317084
1314,316,0.016604727
1314,497,0.007827711
1314,510,0.0092867
1314,799,0.01105955
1314,870,0.010427267
1314,931,0.01317084
1314,965,0.011707918
1314,968,0.008302364
1314,972,0.016604727
1314,1109,0.01105955
1314,1112,0.00984982
1314,1121,0.01317084
1314,1240,0.0073942244
1314,1320,0.010427267
1314,1328,0.008302364
1314,1346,0.016604727
1314,1522,0.03521343
1314,1572,0.019737087
1314,1730,0.008805797
1314,1800,0.015655423
1314,2115,0.00984982
1314,2335,0.018608702
1314,2523,0.010427267
1314,2528,0.00984982
1314,2591,0.014788449
1314,2605,0.008302364
1314,2908,0.014788449
1314,2985,0.01317084
1314,3085,0.015655423
1314,3279,0.008302364
1314,4000,0.0092867
1314,4482,0.008805797
1314,4483,0.03521343
1314,4537,0.008302364
1314,4624,0.017611595
1314,4780,0.008302364
1314,4792,0.012417855
1314,4908,0.015655423
1314,4946,0.011707918
1314,4958,0.013942982
1314,5282,0.00984982
1314,5306,0.019737087
1314,5385,0.012417855
1314,5488,0.0092867
1314,5796,0.012417855
1314,5835,0.01317084
1314,5857,0.015655423
1314,5946,0.013942982
1314,6447,0.0092867
1314,6451,0.011707918
1314,6454,0.015655423
1314,6521,0.012417855
1314,6574,0.014788449
1314,6697,0.016604727
1314,7011,0.014788449
1314,7731,0.017611595
1314,7758,0.00984982
1314,7947,0.0073942244
1314,7983,0.010427267
1314,8408,0.01317084
1314,8657,0.011707918
1314,8785,0.01105955
1314,8810,0.014788449
1314,8854,0.017611595
1314,9274,0.01105955
1314,9444,0.0092867
1314,9538,0.008805797
1314,9672,0.017611595
1314,9755,0.017611595
1314,9810,0.00984982
1314,9974,0.007827711
1314,9975,0.008302364
1314,9976,0.01105955
1314,9977,0.011707918
1314,9978,0.012417855
1314,9979,0.019737087
1315,42,0.031390294
1315,189,0.026358418
1315,231,0.026358418
1315,627,0.027745169
1315,845,0.029260388
1315,851,0.03329372
1315,1062,0.03329372
1315,1327,0.029260388
1315,1378,0.031390294
1315,1546,0.035111956
1315,2246,0.035111956
1315,2250,0.03329372
1315,2793,0.029260388
1315,2897,0.028709965
1315,2909,0.03329372
1315,2979,0.029260388
1315,2989,0.027745169
1315,4480,0.035111956
1315,4490,0.027745169
1315,4778,0.027745169
1315,4958,0.027745169
1315,5163,0.031390294
1315,5323,0.026358418
1315,5502,0.029260388
1315,6123,0.03329372
1315,6194,0.031390294
1315,6706,0.026358418
1315,6707,0.035111956
1315,7023,0.027745169
1315,8483,0.035111956
1315,9651,0.031390294
1315,9828,0.027745169
1315,9868,0.026358418
1316,160,0.009870092
1316,314,0.01244341
1316,326,0.011732012
1316,438,0.010468589
1316,777,0.01244341
1316,802,0.009870092
1316,830,0.021602105
1316,1074,0.010468589
1316,1095,0.011732012
1316,1114,0.02352572
1316,1132,0.009323501
1316,1161,0.01979209
1316,1345,0.011732012
1316,1471,0.009870092
1316,1488,0.013971678
1316,1498,0.01108231
1316,1641,0.009323501
1316,1693,0.010468589
1316,1814,0.03142099
1316,1815,0.01244341
1316,1818,0.010468589
1316,1945,0.02216462
1316,1993,0.020937178
1316,2082,0.011732012
1316,2295,0.01244341
1316,2789,0.019740185
1316,2822,0.009870092
1316,2827,0.009323501
1316,2963,0.013971678
1316,3044,0.009323501
1316,3177,0.024255218
1316,3195,0.024175422
1316,3513,0.01108231
1316,3629,0.032070693
1316,3643,0.009870092
1316,3668,0.011732012
1316,3735,0.013172908
1316,3827,0.01244341
1316,3851,0.009870092
1316,3955,0.013971678
1316,3964,0.01108231
1316,4059,0.02216462
1316,4072,0.01108231
1316,4257,0.022912001
1316,4403,0.019740185
1316,4508,0.013172908
1316,4604,0.009870092
1316,4766,0.013971678
1316,4835,0.009870092
1316,4911,0.01244341
1316,4956,0.023464024
1316,5241,0.01244341
1316,5325,0.010468589
1316,5387,0.033932615
1316,5547,0.013172908
1316,6590,0.020937178
1316,6806,0.009323501
1316,7797,0.01108231
1316,7827,0.011732012
1316,7876,0.01108231
1316,8137,0.010468589
1316,8162,0.011732012
1316,8419,0.020952402
1316,8688,0.01108231
1316,8711,0.01108231
1316,9010,0.01108231
1316,9036,0.01108231
1316,9980,0.009323501
1316,9981,0.009870092
1316,9982,0.013172908
1317,113,0.02897061
1317,160,0.03246699
1317,362,0.019259216
1317,473,0.02293584
1317,687,0.019259216
1317,741,0.021665687
1317,799,0.019259216
1317,993,0.02575276
1317,1092,0.024326611
1317,1330,0.02575276
1317,1399,0.03061083
1317,1430,0.03061083
1317,1444,0.024326611
1317,1928,0.02293584
1317,2209,0.021665687
1317,2327,0.021665687
1317,2885,0.02575276
1317,3042,0.03437037
1317,4688,0.03437037
1317,4816,0.020427044
1317,4935,0.02293584
1317,5480,0.027314339
1317,5689,0.020427044
1317,5748,0.02575276
1317,5781,0.02293584
1317,6556,0.024326611
1317,6557,0.024326611
1317,6564,0.02897061
1317,6767,0.02293584
1317,7147,0.03061083
1317,7732,0.03246699
1317,8280,0.021665687
1317,8346,0.02575276
1317,8390,0.02575276
1317,8902,0.03246699
1317,8950,0.02897061
1317,9177,0.02293584
1317,9749,0.027314339
1317,9979,0.02575276
1318,727,0.039508373
1318,1461,0.039508373
1318,1603,0.055714346
1318,1952,0.04436069
1318,1973,0.055714346
1318,2452,0.055714346
1318,2948,0.055714346
1318,3463,0.04696134
1318,3512,0.05909272
1318,5093,0.041824557
1318,6609,0.049808953
1318,7307,0.041824557
1318,7609,0.049808953
1318,8060,0.04436069
1318,8071,0.05909272
1318,8102,0.049808953
1318,8152,0.049808953
1318,8195,0.055714346
1318,9984,0.05282924
1318,9985,0.05282924
1319,215,0.018048696
1319,239,0.010248809
1319,289,0.02030391
1319,330,0.010932377
1319,413,0.016074473
1319,429,0.015300072
1319,612,0.02317479
1319,619,0.010229365
1319,710,0.0122750625
1319,723,0.011507541
1319,830,0.009662879
1319,938,0.010229365
1319,979,0.016074473
1319,1282,0.015300072
1319,1339,0.022797586
1319,1375,0.009110443
1319,1478,0.017049186
1319,1503,0.024680395
1319,2209,0.012945427
1319,3025,0.019143121
1319,3047,0.019143121
1319,3314,0.010229365
1319,3336,0.02030391
1319,3381,0.028836695
1319,3405,0.042259213
1319,3560,0.031418186
1319,3571,0.031132972
1319,3574,0.02149423
1319,3715,0.0282455
1319,3894,0.011485708
1319,3974,0.024847168
1319,4178,0.009110443
1319,4410,0.015184292
1319,4412,0.013652403
1319,4499,0.010229365
1319,4911,0.018048696
1319,5135,0.011507541
1319,5206,0.011485708
1319,5405,0.02030391
1319,5465,0.008605922
1319,5529,0.010829062
1319,6039,0.019143121
1319,6257,0.018048696
1319,6536,0.013652403
1319,6640,0.022797586
1319,7113,0.05276437
1319,7428,0.017049186
1319,7747,0.010229365
1319,8292,0.009662879
1319,8293,0.02149423
1319,8379,0.077051304
1319,8551,0.010890933
1319,8731,0.010829062
1319,9503,0.012945427
1320,255,0.09269311
1320,345,0.098313786
1320,576,0.08755991
1320,933,0.11708209
1320,2010,0.098313786
1320,2687,0.08755991
1320,2993,0.098313786
1320,4489,0.09269311
1320,4937,0.11708209
1320,8336,0.11038843
1321,895,0.16666667
1321,1162,0.16666667
1321,2851,0.16666667
1321,5487,0.16666667
1321,9123,0.16666667
1321,9986,0.16666667
1322,3084,0.5
1322,6224,0.5
1323,199,0.025179159
1323,432,0.0139491325
1323,603,0.025179159
1323,722,0.017222386
1323,787,0.0139491325
1323,813,0.01937435
1323,833,0.019896355
1323,940,0.016392684
1323,942,0.013327646
1323,987,0.012565695
1323,1345,0.02347069
1323,1407,0.03423141
1323,1737,0.01661205
1323,1744,0.013975647
1323,1940,0.022128854
1323,1945,0.017652852
1323,2246,0.018652298
1323,2425,0.019118506
1323,2578,0.020982934
1323,2823,0.02221306
1323,2861,0.013176649
1323,3059,0.016392684
1323,3081,0.019745793
1323,3181,0.02221306
1323,3490,0.022128854
1323,3588,0.029957576
1323,3892,0.022128854
1323,3931,0.029881451
1323,3952,0.015692098
1323,4641,0.022128854
1323,4842,0.017619362
1323,5078,0.018652298
1323,5313,0.014823094
1323,5454,0.01661205
1323,5459,0.012565695
1323,5468,0.016738717
1323,5478,0.017619362
1323,5793,0.019858608
1323,5887,0.02347069
1323,6354,0.025220035
1323,6398,0.017652852
1323,6532,0.015692098
1323,7400,0.0139491325
1323,7506,0.026631271
1323,7821,0.017619362
1323,8001,0.015692098
1323,8602,0.015692098
1323,8681,0.018652298
1323,8918,0.03023326
1323,9662,0.014823094
1323,9987,0.013176649
1323,9988,0.017486028
1324,473,0.054785397
1324,878,0.054785397
1324,1439,0.054785397
1324,1597,0.028833857
1324,1747,0.048700213
1324,2282,0.05832855
1324,2927,0.027549198
1324,2982,0.051751457
1324,3022,0.054785397
1324,3174,0.051751457
1324,3406,0.048700213
1324,3924,0.051751457
1324,4063,0.027812032
1324,4706,0.05832855
1324,5206,0.05832855
1324,5468,0.05832855
1324,7070,0.051751457
1324,7809,0.048700213
1324,9061,0.028833857
1324,9989,0.02662341
1324,9990,0.054785397
1325,1024,0.24663273
1325,2466,0.26010182
1325,3103,0.24663273
1325,6592,0.24663273
1326,30,0.05650934
1326,540,0.053481404
1326,1266,0.044908315
1326,2053,0.04754107
1326,2213,0.044908315
1326,3237,0.044908315
1326,4489,0.044908315
1326,4906,0.04754107
1326,5806,0.05650934
1326,6156,0.04754107
1326,6206,0.044908315
1326,6866,0.050423834
1326,6901,0.050423834
1326,7016,0.053481404
1326,7589,0.05650934
1326,7685,0.053481404
1326,7970,0.05650934
1326,9991,0.04754107
1326,9992,0.04754107
1326,9993,0.050423834
1327,15,0.0028963205
1327,117,0.012787717
1327,208,0.0040843645
1327,507,0.0034296396
1327,523,0.0036376042
1327,1004,0.0061089885
1327,1051,0.0022973565
1327,1105,0.012787717
1327,1116,0.006807372
1327,1225,0.0024320397
1327,1303,0.014358272
1327,1306,0.006364841
1327,1307,0.00641819
1327,1377,0.0022973565
1327,1412,0.0045859953
1327,1453,0.0024320397
1327,1539,0.00516883
1327,1554,0.0040999064
1327,1570,0.014358272
1327,1584,0.00641819
1327,1589,0.010220539
1327,1659,0.0038581782
1327,1715,0.010656719
1327,1740,0.010819718
1327,1777,0.011277818
1327,1834,0.0040843645
1327,1835,0.0077163563
1327,1843,0.0054614716
1327,2049,0.002741127
1327,2097,0.007643435
1327,2268,0.0022973565
1327,2315,0.013563132
1327,2374,0.012125519
1327,2405,0.00641819
1327,2406,0.003245869
1327,2411,0.0072064553
1327,2583,0.026400518
1327,2738,0.0038581782
1327,2803,0.008850114
1327,2910,0.0025746177
1327,3295,0.002741127
1327,3519,0.009664059
1327,3741,0.0076008695
1327,3758,0.0072064553
1327,3840,0.008367259
1327,3860,0.008582182
1327,3863,0.010819718
1327,3911,0.002166015
1327,3944,0.0045859953
1327,4074,0.021165645
1327,4092,0.0055432254
1327,4128,0.011475798
1327,4130,0.0028963205
1327,4134,0.013563132
1327,4355,0.012125519
1327,4539,0.00516883
1327,4616,0.0045859953
1327,4700,0.0057926406
1327,4786,0.0060627596
1327,4802,0.012125519
1327,4805,0.00516883
1327,4816,0.004348514
1327,4868,0.011475798
1327,4869,0.010819718
1327,4881,0.0048640785
1327,4884,0.006807372
1327,4949,0.0025746177
1327,5073,0.011475798
1327,5099,0.0040999064
1327,5101,0.004348514
1327,5263,0.0040843645
1327,5404,0.0030544943
1327,5486,0.0054614716
1327,5692,0.0030544943
1327,5883,0.0028963205
1327,5894,0.0024320397
1327,5899,0.0034296396
1327,5914,0.008091533
1327,5932,0.008091533
1327,5935,0.008582182
1327,5941,0.0060627596
1327,5949,0.0048640785
1327,5966,0.010220539
1327,6153,0.014463
1327,6162,0.0048640785
1327,6166,0.014358272
1327,6183,0.011475798
1327,6439,0.002166015
1327,6447,0.0077219685
1327,6657,0.008582182
1327,6831,0.0036376042
1327,6884,0.0048640785
1327,6890,0.0054614716
1327,7017,0.012787717
1327,7060,0.010220539
1327,7091,0.0048640785
1327,7188,0.018311774
1327,7276,0.010819718
1327,7279,0.0115549695
1327,7486,0.013269215
1327,7558,0.006807372
1327,7562,0.0036376042
1327,7568,0.004348514
1327,7660,0.0057926406
1327,7768,0.010819718
1327,7883,0.008582182
1327,8093,0.012787717
1327,8404,0.007643435
1327,8430,0.0057926406
1327,8434,0.006807372
1327,9209,0.013563132
1327,9368,0.0054614716
1327,9442,0.005524056
1327,9553,0.004348514
1327,9666,0.0072064553
1327,9893,0.010636095
1327,9995,0.0040999064
1327,9996,0.01663873
1327,9997,0.006807372
1327,9998,0.007643435
1327,9999,0.007643435
1327,10000,0.007643435
1327,10001,0.008091533
1327,10002,0.008582182
1327,10003,0.010220539
1327,10004,0.010819718
1327,10005,0.011475798
1327,10006,0.012125519
1327,10007,0.012125519
1327,10008,0.013563132
1328,365,0.1685121
1328,953,0.03823925
1328,1147,0.040712316
1328,2003,0.036121618
1328,2666,0.03823925
1328,3598,0.03823925
1328,3683,0.15887813
1328,5200,0.040712316
1328,5501,0.1685121
1328,6538,0.036121618
1328,7297,0.036121618
1328,8775,0.15887813
1328,10009,0.040712316
1329,667,0.1160753
1329,719,0.109647214
1329,832,0.103378594
1329,2190,0.1160753
1329,4358,0.1160753
1329,4611,0.1160753
1329,5148,0.109647214
1329,10011,0.103378594
1329,10012,0.109647214
1330,5,0.019814055
1330,396,0.016637852
1330,1042,0.020975657
1330,1171,0.027888587
1330,1959,0.020975657
1330,1965,0.019814055
1330,2371,0.023462549
1330,2460,0.017646732
1330,3144,0.023462549
1330,3146,0.029579679
1330,3309,0.022121178
1330,3330,0.022121178
1330,3552,0.022121178
1330,3603,0.015716475
1330,3673,0.014817952
1330,3787,0.09585909
1330,3814,0.015716475
1330,4321,0.019814055
1330,4329,0.016637852
1330,4499,0.017646732
1330,4741,0.029579679
1330,4911,0.037291657
1330,5021,0.033212576
1330,5061,0.031373315
1330,5147,0.020975657
1330,5332,0.027888587
1330,5358,0.031373315
1330,5769,0.037291657
1330,5891,0.014817952
1330,6006,0.0352265
1330,6042,0.039552927
1330,7110,0.015716475
1330,7129,0.023462549
1330,7451,0.024838043
1330,7530,0.022121178
1330,8046,0.015716475
1330,8293,0.018681271
1330,8525,0.024838043
1330,10013,0.033212576
1331,1965,0.08678656
1331,2460,0.072049
1331,2817,0.077146925
1331,2824,0.06805904
1331,4176,0.16287833
1331,4511,0.072049
1331,4745,0.16287833
1331,5429,0.072049
1331,7137,0.06805904
1331,7511,0.077146925
1331,8293,0.080897875
1332,57,0.07607644
1332,418,0.012812807
1332,710,0.011389653
1332,737,0.19484349
1332,3600,0.085419945
1332,4172,0.08068952
1332,5348,0.07607644
1332,6258,0.08068952
1332,6283,0.011389653
1332,6602,0.012812807
1332,9031,0.09059959
1332,9035,0.09059959
1332,10014,0.08068952
1332,10015,0.095910996
1333,203,0.03207625
1333,250,0.016038127
1333,329,0.018007888
1333,611,0.03601577
1333,639,0.03601577
1333,861,0.055665962
1333,991,0.016038127
1333,1006,0.015149958
1333,1008,0.03402127
1333,1042,0.014283826
1333,1100,0.03601577
1333,1373,0.017010635
1333,1412,0.017010635
1333,1692,0.015149958
1333,1755,0.018007888
1333,3672,0.014283826
1333,4524,0.040516004
1333,5360,0.03402127
1333,5471,0.017010635
1333,5575,0.018007888
1333,5662,0.017010635
1333,5679,0.042809885
1333,5686,0.03207625
1333,5762,0.03402127
1333,5973,0.03601577
1333,6047,0.03402127
1333,6536,0.015149958
1333,6552,0.014283826
1333,6644,0.038199674
1333,6887,0.038199674
1333,7505,0.017010635
1333,8021,0.018007888
1333,8195,0.016038127
1333,9005,0.03207625
1333,9465,0.040516004
1333,10017,0.03601577
1333,10018,0.038199674
1334,192,0.045332026
1334,231,0.050706636
1334,1007,0.053781353
1334,1840,0.05693429
1334,1941,0.10764093
1334,3408,0.048080847
1334,3782,0.05693429
1334,5179,0.06392681
1334,5207,0.045332026
1334,5373,0.048080847
1334,5816,0.050706636
1334,6011,0.053781353
1334,6755,0.045332026
1334,6989,0.12086109
1334,8712,0.053781353
1334,9117,0.050706636
1334,9225,0.048080847
1335,392,0.014695995
1335,700,0.02939199
1335,868,0.03500298
1335,1207,0.016500918
1335,1534,0.06822927
1335,1739,0.03500298
1335,2104,0.024680441
1335,2977,0.013088499
1335,2985,0.039301954
1335,3295,0.013855814
1335,3585,0.013855814
1335,4102,0.015587121
1335,4384,0.013855814
1335,4436,0.023313675
1335,4793,0.04404519
1335,4853,0.033001836
1335,5577,0.024680441
1335,6014,0.026176998
1335,6435,0.015587121
1335,6768,0.013088499
1335,6771,0.039301954
1335,7524,0.023313675
1335,7677,0.031174242
1335,7979,0.07411007
1335,8090,0.033001836
1335,8154,0.03500298
1335,9195,0.026176998
1335,9473,0.073437184
1335,10019,0.014695995
1335,10020,0.024680441
1335,10021,0.031174242
1335,10022,0.039301954
1335,10023,0.04168512
1336,242,0.3333333
1336,303,0.3333333
1336,10024,0.3333333
1337,123,0.058996204
1337,237,0.055412486
1337,488,0.055412486
1337,644,0.05234382
1337,1859,0.055412486
1337,2270,0.055412486
1337,2538,0.058996204
1337,2720,0.055412486
1337,2731,0.05234382
1337,3098,0.055412486
1337,3233,0.05234382
1337,3588,0.058996204
1337,4271,0.05234382
1337,4513,0.055412486
1337,4778,0.058996204
1337,5485,0.058996204
1337,6396,0.05234382
1337,9314,0.055412486
1338,201,0.062325507
1338,1384,0.06762848
1338,1418,0.062325507
1338,1605,0.058206994
1338,1755,0.062325507
1338,1849,0.058206994
1338,1954,0.062325507
1338,4890,0.06364114
1338,6563,0.129954
1338,7505,0.062325507
1338,8131,0.058206994
1338,9819,0.06292011
1338,10025,0.12596665
1338,10026,0.06364114
1339,201,0.036642518
1339,228,0.038790688
1339,262,0.036642518
1339,608,0.02851804
1339,619,0.02851804
1339,949,0.03454764
1339,1056,0.02663355
1339,1083,0.041142855
1339,1315,0.077004984
1339,1342,0.03454764
1339,1382,0.02851804
1339,1870,0.02862656
1339,2177,0.031299107
1339,2296,0.031299107
1339,2305,0.03454764
1339,2939,0.038790688
1339,3298,0.043554857
1339,3580,0.038790688
1339,4022,0.03345013
1339,4424,0.03454764
1339,5166,0.041142855
1339,5315,0.02663355
1339,5816,0.041142855
1339,6653,0.02663355
1339,7348,0.036642518
1339,8144,0.03345013
1339,9664,0.031299107
1339,10028,0.036642518
1340,1343,0.12231106
1340,1631,0.12231106
1340,2778,0.12231106
1340,4072,0.12231106
1340,5328,0.25896314
1340,5538,0.12948157
1340,7663,0.12231106
1341,223,0.09218814
1341,574,0.09218814
1341,2049,0.105695456
1341,2074,0.09218814
1341,2240,0.105695456
1341,4716,0.09927501
1341,6122,0.09927501
1341,9803,0.107109845
1341,10029,0.09927501
1341,10030,0.107109845
1342,734,0.030819004
1342,746,0.03447294
1342,1198,0.048798412
1342,1223,0.02602656
1342,1644,0.032502096
1342,1964,0.038706813
1342,1974,0.02602656
1342,3193,0.04609602
1342,3510,0.043460682
1342,3562,0.043460682
1342,3813,0.032502096
1342,4172,0.05175741
1342,4216,0.04609602
1342,4412,0.027291995
1342,4684,0.048798412
1342,4913,0.028782466
1342,5068,0.086230345
1342,5547,0.028782466
1342,7137,0.030819004
1342,7530,0.027291995
1342,8067,0.0547917
1342,9780,0.036493916
1342,10031,0.036493916
1342,10032,0.038706813
1342,10033,0.0547917
1343,593,0.2
1343,691,0.2
1343,6427,0.2
1343,7533,0.2
1343,10034,0.2
1344,2523,0.5
1344,2576,0.5
1345,32,0.018965751
1345,128,0.030201692
1345,323,0.022586353
1345,470,0.01798363
1345,790,0.030201692
1345,1008,0.02536035
1345,1251,0.040260825
1345,1523,0.03197227
1345,1552,0.057099827
1345,1807,0.03197227
1345,2704,0.049484488
1345,2737,0.02536035
1345,2786,0.022586353
1345,2808,0.020115785
1345,3328,0.02536035
1345,3624,0.01798363
1345,4077,0.018965751
1345,4661,0.026898133
1345,4882,0.11539129
1345,5167,0.033910986
1345,5726,0.026898133
1345,5922,0.02391048
1345,7099,0.020115785
1345,7122,0.018965751
1345,7684,0.03197227
1345,7884,0.066574454
1345,8431,0.021295074
1345,9155,0.018965751
1345,9369,0.06044731
1345,9545,0.021295074
1345,10036,0.026898133
1346,10037,1.0
1347,343,0.26327598
1347,2222,0.11693155
1347,2428,0.12402195
1347,2752,0.11693155
1347,3009,0.12402195
1347,4815,0.13079506
1347,5723,0.12402195
1348,902,0.09920044
1348,2324,0.09370687
1348,2404,0.14015748
1348,3077,0.09920044
1348,5308,0.09370687
1348,5549,0.09370687
1348,6134,0.09370687
1348,6979,0.09920044
1348,9799,0.09370687
1348,9869,0.09370687
1349,150,0.08078002
1349,470,0.043909352
1349,1142,0.046660427
1349,1208,0.03925522
1349,1679,0.046660427
1349,2185,0.043909352
1349,2731,0.043909352
1349,3020,0.043909352
1349,3122,0.043909352
1349,3237,0.046660427
1349,3656,0.037222426
1349,3691,0.03925522
1349,4030,0.03925522
