u,v,weight
654,4949,0.0024075324
654,5265,0.0128526455
654,5388,0.014431174
654,5795,0.0047424654
654,5818,0.0039671506
654,5847,0.0031827965
654,5994,0.018228235
654,6120,0.0021523477
654,6383,0.0039671506
654,6410,0.019260257
654,6411,0.0020292967
654,6625,0.006426323
654,6861,0.0022828605
654,7035,0.0128526455
654,7384,0.005396181
654,7421,0.006426323
654,7494,0.010194696
654,7669,0.0020292967
654,7670,0.005396181
654,7671,0.0068159983
654,7672,0.007215587
654,7673,0.007215587
654,7674,0.007653121
654,7675,0.007653121
654,7676,0.0081017865
654,7677,0.008593057
654,7678,0.008593057
654,7679,0.009611858
654,7680,0.009611858
654,7681,0.010792362
654,7682,0.027283818
654,7683,0.013631997
654,7684,0.014431174
654,7685,0.017186115
654,7686,0.017186115
654,7687,0.018228235
654,7688,0.018228235
654,7689,0.020428149
654,7690,0.02162575
655,2152,0.2424062
655,3412,0.2575938
655,4991,0.2424062
655,7692,0.2575938
656,291,0.02220404
656,829,0.022802282
656,1026,0.022802282
656,1027,0.022802282
656,1115,0.022802282
656,1262,0.026847627
656,1616,0.022802282
656,1965,0.021539526
656,2108,0.022802282
656,2313,0.023019822
656,2610,0.02220404
656,2819,0.022802282
656,2900,0.026847627
656,3056,0.026847627
656,3137,0.026847627
656,3550,0.021539526
656,3575,0.022802282
656,3651,0.023019822
656,4472,0.02220404
656,4494,0.021539526
656,4676,0.022802282
656,4934,0.026847627
656,4987,0.021539526
656,4991,0.023019822
656,5036,0.022802282
656,5207,0.026847627
656,5307,0.022802282
656,5415,0.022802282
656,5427,0.022802282
656,5443,0.023019822
656,5480,0.026847627
656,5518,0.022802282
656,5531,0.022802282
656,5702,0.022802282
656,6059,0.022802282
656,6283,0.022802282
656,6385,0.02220404
656,6609,0.021539526
656,6801,0.022802282
656,7385,0.02220404
656,7434,0.022802282
656,7693,0.02220404
656,7694,0.023019822
657,471,0.05381543
657,1349,0.05381543
657,1843,0.06396732
657,2254,0.057078656
657,2357,0.0677174
657,2394,0.07182361
657,2465,0.05381543
657,2920,0.0677174
657,3083,0.047928926
657,3095,0.06031026
657,3259,0.06396732
657,3413,0.047928926
657,3827,0.047928926
657,4374,0.06031026
657,6643,0.057078656
657,7695,0.057078656
657,7696,0.0677174
658,1,0.010419497
658,81,0.016942602
658,111,0.021381777
658,283,0.033885203
658,291,0.016942602
658,310,0.011654842
658,372,0.017969955
658,432,0.026150316
658,448,0.03637136
658,617,0.03501733
658,628,0.010419497
658,629,0.009002058
658,631,0.009002058
658,716,0.025341067
658,1061,0.028453391
658,1099,0.013438841
658,1100,0.013438841
658,1130,0.016942602
658,1468,0.014226696
658,1610,0.031169297
658,1655,0.014226696
658,1770,0.008407196
658,1942,0.019023448
658,2003,0.016942602
658,2291,0.010988526
658,2349,0.016942602
658,2901,0.013438841
658,3022,0.032196652
658,3037,0.025481999
658,3612,0.017969955
658,3675,0.026877685
658,3692,0.010399728
658,3793,0.014226696
658,3898,0.009493677
658,3930,0.016942602
658,3937,0.030178731
658,3952,0.016942602
658,4014,0.030178731
658,4172,0.008407196
658,4183,0.012361561
658,4184,0.013036652
658,4257,0.025341067
658,4402,0.012361561
658,4918,0.017969955
658,5264,0.025096824
658,5454,0.010761364
658,5517,0.010905372
658,5773,0.028453391
658,6405,0.011654842
658,6744,0.028597444
658,7528,0.013036652
658,7698,0.010988526
658,7699,0.017969955
658,7700,0.024028808
659,6386,1.0
660,1141,0.2
660,3027,0.2
660,6061,0.2
660,7282,0.2
660,7701,0.2
661,193,0.10860293
661,489,0.10239404
661,695,0.10239404
661,1207,0.10860293
661,3076,0.12194126
661,3613,0.12933546
661,3984,0.10239404
661,4328,0.12194126
661,7704,0.10239404
662,268,0.04476062
662,606,0.048201542
662,628,0.048201542
662,1710,0.04220162
662,1885,0.04220162
662,2731,0.04220162
662,2940,0.051514182
662,3227,0.04476062
662,3325,0.048201542
662,3840,0.051514182
662,3910,0.04220162
662,4278,0.04220162
662,4670,0.05568537
662,5277,0.051514182
662,5313,0.04476062
662,5440,0.048201542
662,5817,0.05568537
662,5894,0.04476062
662,7705,0.048201542
662,7706,0.051514182
662,7707,0.051514182
663,802,0.093599714
663,977,0.08336148
663,1543,0.08336148
663,2301,0.08824855
663,2838,0.09927535
663,3841,0.08824855
663,5547,0.10509538
663,7708,0.08336148
663,7709,0.08824855
663,7710,0.093599714
663,7711,0.093599714
664,652,0.10575777
664,1347,0.10575777
664,2050,0.11153342
664,3451,0.11829652
664,3948,0.11153342
664,4147,0.10575777
664,6252,0.11829652
664,7388,0.11153342
664,7712,0.11153342
665,114,0.033040553
665,1004,0.033040553
665,1276,0.033040553
665,2504,0.035044044
665,4357,0.04157582
665,5069,0.035044044
665,5138,0.14069748
665,5768,0.11166391
665,6096,0.07008809
665,6549,0.06608111
665,7713,0.06817972
665,7714,0.0311516
665,7715,0.033040553
665,7716,0.06608111
665,7717,0.06608111
665,7718,0.07006867
665,7719,0.033040553
665,7720,0.033040553
666,3,0.008295368
666,69,0.0016356229
666,135,0.0019294592
666,150,0.011895731
666,192,0.0024650618
666,196,0.005219143
666,240,0.0013865351
666,249,0.001550924
666,296,0.0017249476
666,299,0.0065839454
666,315,0.002191256
666,317,0.0039031387
666,338,0.007387994
666,362,0.0036869887
666,378,0.0034762009
666,389,0.0031077443
666,567,0.004139815
666,581,0.0032961895
666,647,0.0012348715
666,685,0.005219143
666,777,0.0027678092
666,813,0.0036869887
666,818,0.004139815
666,840,0.004930114
666,852,0.001027122
666,902,0.001550924
666,931,0.0048471135
666,933,0.0041723214
666,953,0.0033746932
666,961,0.015220332
666,1061,0.005860144
666,1081,0.004139815
666,1142,0.018402498
666,1203,0.0036869887
666,1246,0.005535618
666,1258,0.0065923785
666,1290,0.0039031387
666,1292,0.008781685
666,1340,0.0065923785
666,1343,0.018005416
666,1402,0.0105084
666,1403,0.0062154876
666,1438,0.002324128
666,1466,0.007379339
666,1488,0.006965617
666,1496,0.0036869887
666,1497,0.008295368
666,1508,0.0062154876
666,1515,0.001164273
666,1565,0.005219143
666,1601,0.0029348284
666,1603,0.0024650572
666,1657,0.0065923785
666,1748,0.0019294592
666,1763,0.004930114
666,1804,0.010441817
666,1840,0.0016356229
666,1841,0.0017249476
666,1864,0.013637329
666,1865,0.004382512
666,1867,0.0012348715
666,1872,0.004648256
666,1890,0.008295368
666,1898,0.0065923785
666,1902,0.007387994
666,1939,0.0032961895
666,1996,0.015535577
666,2005,0.003100659
666,2052,0.004648256
666,2074,0.002191256
666,2211,0.01250296
666,2262,0.0031077443
666,2465,0.004648256
666,2644,0.006573768
666,2672,0.001829544
666,2685,0.008617102
666,2742,0.004648256
666,2813,0.005219143
666,2814,0.004139815
666,2833,0.009891024
666,2846,0.0016263312
666,2959,0.004930114
666,2963,0.005860144
666,3077,0.0016356229
666,3173,0.0013047857
666,3225,0.0027678092
666,3227,0.0010935495
666,3239,0.006965617
666,3241,0.004139815
666,3252,0.0031077443
666,3283,0.004930114
666,3284,0.00694409
666,3364,0.001027122
666,3477,0.0062154876
666,3504,0.008295368
666,3593,0.005535618
666,3668,0.007986952
666,3675,0.0016356229
666,3701,0.0150487395
666,3734,0.0062154876
666,3801,0.004930114
666,3983,0.004139815
666,3993,0.0012348715
666,4043,0.0019294592
666,4167,0.0013047857
666,4185,0.005219143
666,4196,0.0036869887
666,4198,0.0024650572
666,4265,0.0081996815
666,4266,0.022426661
666,4306,0.0024650572
666,4356,0.007821116
666,4367,0.0016356229
666,4404,0.0034762009
666,4508,0.006839512
666,4636,0.0053951293
666,4642,0.02534097
666,4650,0.001829544
666,4658,0.004139815
666,4708,0.007387994
666,4932,0.0020699075
666,4974,0.0021992268
666,4977,0.0012348715
666,5110,0.0065923785
666,5174,0.007387994
666,5230,0.005860144
666,5269,0.0017249476
666,5279,0.007387994
666,5309,0.008781685
666,5475,0.001550924
666,5482,0.004382512
666,5484,0.0034762009
666,5635,0.0065923785
666,5642,0.0032961895
666,5662,0.0013047857
666,5668,0.003959751
666,5728,0.010441817
666,5817,0.0013839046
666,5879,0.0013839046
666,5892,0.008295368
666,6023,0.0010349537
666,6064,0.0114346305
666,6124,0.001465036
666,6465,0.006370539
666,6541,0.001164273
666,6578,0.012318108
666,6626,0.007379339
666,6643,0.0031077443
666,6752,0.011145602
666,6754,0.005860144
666,6868,0.0034884012
666,6872,0.002537314
666,6896,0.005535618
666,7084,0.001465036
666,7350,0.0065923785
666,7352,0.012501235
666,7401,0.004930114
666,7409,0.0062154876
666,7431,0.005860144
666,7582,0.0010935495
666,7600,0.0026095714
666,7721,0.0026095714
666,7722,0.009778692
666,7723,0.002930072
666,7724,0.0031077443
666,7725,0.0034762009
666,7726,0.005219143
666,7727,0.005219143
666,7728,0.005535618
666,7729,0.0062154876
666,7730,0.0062154876
666,7731,0.0062154876
666,7732,0.0062154876
666,7733,0.0065923785
666,7734,0.0065923785
666,7735,0.013557995
666,7736,0.0065923785
666,7737,0.006965617
666,7738,0.007387994
666,7739,0.016602801
666,7740,0.007821116
666,7741,0.008295368
667,982,0.090861894
667,1235,0.090861894
667,1771,0.091381036
667,1943,0.090861894
667,2713,0.090861894
667,3297,0.090861894
667,3519,0.090861894
667,3597,0.090861894
667,6060,0.090861894
667,7742,0.090861894
667,7743,0.090861894
668,250,0.24638887
668,3376,0.2608334
668,3570,0.24638887
668,6149,0.24638887
669,196,0.023020325
669,326,0.030781986
669,715,0.030781986
669,1044,0.030781986
669,1185,0.024369897
669,1387,0.032586582
669,1428,0.03658878
669,1641,0.03456255
669,2947,0.032586582
669,3364,0.024369897
669,3794,0.023020325
669,3887,0.029022159
669,4410,0.023020325
669,4506,0.029022159
669,4685,0.03658878
669,4850,0.03456255
669,4927,0.032586582
669,5178,0.027362945
669,5225,0.025847623
669,5334,0.030781986
669,5405,0.023020325
669,5538,0.025847623
669,5619,0.030781986
669,5656,0.029022159
669,6139,0.030781986
669,6293,0.03456255
669,6349,0.032586582
669,6922,0.030781986
669,7337,0.024369897
669,7746,0.024369897
669,7747,0.063584715
669,7748,0.029022159
669,7749,0.029022159
670,447,0.056413658
670,772,0.056413658
670,930,0.053289548
670,1145,0.053289548
670,1645,0.04243003
670,2003,0.050242953
670,2677,0.056413658
670,3063,0.04474722
670,3561,0.04474722
670,3974,0.056413658
670,5501,0.047460567
670,5539,0.04243003
670,5554,0.053289548
670,6283,0.050242953
670,6369,0.04474722
670,7118,0.050242953
670,7750,0.04243003
670,7751,0.047460567
670,7752,0.047460567
670,7753,0.05983443
671,4656,0.543567
671,7339,0.45643297
672,1579,0.098271646
672,1789,0.098271646
672,2054,0.098271646
672,3280,0.098271646
672,4778,0.10403284
672,5234,0.098271646
672,5379,0.098271646
672,6836,0.098271646
672,7293,0.10403284
672,7754,0.10403284
673,73,0.0044166557
673,180,0.015147801
673,411,0.008533321
673,743,0.0027946746
673,827,0.0038303458
673,853,0.00242829
673,857,0.0045615677
673,979,0.0059282733
673,1018,0.007530873
673,1199,0.0048015565
673,1992,0.0027946746
673,2153,0.004865811
673,2176,0.032071684
673,2371,0.018039547
673,2392,0.010680646
673,2463,0.010680646
673,2477,0.032071684
673,2501,0.0059282733
673,2970,0.0026050485
673,2976,0.0038303458
673,3141,0.016035842
673,3142,0.016035842
673,3172,0.018039547
673,3317,0.00242829
673,3322,0.006580954
673,3461,0.015147801
673,3644,0.016035842
673,4156,0.006580954
673,4476,0.007530873
673,4485,0.00242829
673,4500,0.0038303458
673,4871,0.015147801
673,5014,0.0045615677
673,5232,0.020178331
673,5311,0.0059282733
673,5429,0.0104113
673,5447,0.0040549007
673,5530,0.0047833547
673,5721,0.01439983
673,5893,0.004492791
673,5920,0.032321338
673,6130,0.019024722
673,6274,0.0134908855
673,6591,0.0026050485
673,6609,0.010680646
673,6691,0.019024722
673,6726,0.007530873
673,6890,0.020178331
673,7136,0.03324329
673,7227,0.0026050485
673,7365,0.0045615677
673,7530,0.0026050485
673,7694,0.0047833547
673,7755,0.007530873
673,7756,0.05388435
673,7757,0.010680646
673,7758,0.010680646
673,7759,0.0134908855
673,7760,0.0134908855
673,7761,0.015147801
673,7762,0.015147801
673,7763,0.016035842
673,7764,0.016035842
673,7765,0.016035842
673,7766,0.018039547
673,7767,0.018039547
673,7768,0.019024722
673,7769,0.020178331
673,7770,0.02136129
673,7771,0.06815078
673,7772,0.032071684
673,7773,0.032071684
673,7774,0.032071684
674,30,0.0061755395
674,108,0.0065375804
674,230,0.013868006
674,326,0.018543819
674,356,0.0077856192
674,366,0.0116449585
674,367,0.006934003
674,368,0.0077856192
674,389,0.018543819
674,667,0.009834134
674,1008,0.019668268
674,1212,0.012351079
674,1241,0.008741828
674,1302,0.008257718
674,1305,0.019690486
674,1516,0.0077856192
674,1853,0.018543819
674,1884,0.017483655
674,1890,0.007354462
674,1897,0.011000078
674,2054,0.007354462
674,2055,0.0065375804
674,2065,0.014708924
674,2245,0.010371196
674,2250,0.0055000396
674,2305,0.020781819
674,2357,0.011000078
674,2591,0.007354462
674,2605,0.012351079
674,2710,0.010371196
674,2777,0.0055000396
674,2788,0.015571238
674,2916,0.009271909
674,2954,0.0065375804
674,2963,0.008257718
674,3076,0.006934003
674,3236,0.010371196
674,3373,0.008741828
674,3377,0.013075161
674,3660,0.006934003
674,3850,0.009271909
674,4073,0.007354462
674,4086,0.0055000396
674,4108,0.009271909
674,4446,0.017483655
674,4514,0.014708924
674,4556,0.024773156
674,4634,0.016515438
674,4750,0.020781819
674,4761,0.013868006
674,4806,0.015571238
674,5124,0.015571238
674,5802,0.006934003
674,5837,0.016515438
674,6000,0.018543819
674,6159,0.017483655
674,6244,0.016515438
674,6247,0.012351079
674,6255,0.017483655
674,6765,0.008741828
674,6831,0.013075161
674,7059,0.0058224793
674,7062,0.013075161
674,7329,0.0116449585
674,7344,0.0061755395
674,7374,0.011000078
674,7423,0.0061755395
674,7499,0.019668268
674,7775,0.0061755395
674,7776,0.008741828
674,7777,0.009834134
674,7778,0.02370214
674,7779,0.011000078
674,7780,0.0116449585
674,7781,0.012351079
674,7782,0.014708924
674,7783,0.017483655
674,7784,0.018543819
674,7785,0.018543819
674,7786,0.019668268
674,7787,0.019668268
675,57,0.022939492
675,429,0.024330484
675,748,0.06511508
675,826,0.114529684
675,931,0.036529608
675,1286,0.032533884
675,1472,0.036529608
675,1473,0.032533884
675,1694,0.032533884
675,2003,0.02575686
675,2323,0.034441188
675,3407,0.024330484
675,3575,0.056430757
675,4043,0.030673897
675,4298,0.054677114
675,4299,0.027318688
675,4427,0.024330484
675,4487,0.02575686
675,4923,0.030673897
675,5019,0.030673897
675,5090,0.061454132
675,5335,0.022939492
675,6082,0.063361436
675,6304,0.02575686
675,7264,0.036529608
675,7789,0.027318688
676,429,0.12470206
676,430,0.12470206
676,873,0.12517658
676,1313,0.12470206
676,1609,0.12470206
676,2886,0.12470206
676,3896,0.12661102
676,5204,0.12470206
677,123,0.055801373
677,680,0.052811373
677,1211,0.052811373
677,1216,0.055801373
677,1217,0.046945456
677,1627,0.044345688
677,2367,0.049792107
677,2617,0.039495017
677,3055,0.052811373
677,4592,0.046945456
677,4644,0.052811373
677,4962,0.039495017
677,5145,0.046945456
677,6414,0.041810412
677,6806,0.044345688
677,6820,0.044345688
677,7481,0.041810412
677,7791,0.044345688
677,7792,0.046945456
677,7793,0.049792107
677,7794,0.049792107
678,497,0.10440831
678,2375,0.10166904
678,3237,0.11459015
678,3336,0.19936334
678,3391,0.096221305
678,4279,0.10166904
678,4632,0.10166904
678,4850,0.090204895
678,7795,0.090204895
679,130,0.01243261
679,223,0.006580737
679,225,0.015674027
679,288,0.035361137
679,304,0.015674027
679,729,0.008799534
679,738,0.009880271
679,774,0.007388965
679,869,0.017599067
679,951,0.0147779295
679,1049,0.0062163044
679,1122,0.016624458
679,1318,0.007837013
679,1364,0.005557413
679,1586,0.02348822
679,1660,0.02348822
679,1720,0.007837013
679,1962,0.0058609145
679,2067,0.018666228
679,2305,0.0069797756
679,2553,0.01976054
679,2869,0.0058609145
679,2942,0.009333114
679,2960,0.017599067
679,3069,0.006580737
679,3549,0.009333114
679,3612,0.005557413
679,3626,0.008799534
679,3668,0.017599067
679,3693,0.016624458
679,3699,0.006580737
679,3721,0.0062163044
679,4195,0.009880271
679,4367,0.008799534
679,4711,0.013959551
679,4793,0.022229651
679,4799,0.013161473
679,4916,0.015674027
679,4926,0.011114826
679,5081,0.0058609145
679,5126,0.02348822
679,5207,0.022229651
679,5219,0.008799534
679,5260,0.023547437
679,5283,0.008312229
679,5501,0.009333114
679,5507,0.005557413
679,5952,0.009880271
679,5955,0.01976054
679,6392,0.018666228
679,6754,0.02637298
679,6793,0.018666228
679,6933,0.013161473
679,7258,0.016624458
679,7274,0.007837013
679,7386,0.008312229
679,7603,0.022229651
679,7639,0.0062163044
679,7727,0.008312229
679,7796,0.010479383
679,7797,0.011114826
679,7798,0.01243261
679,7799,0.013161473
679,7800,0.013959551
679,7801,0.0147779295
679,7802,0.0147779295
679,7803,0.016624458
679,7804,0.020958766
679,7805,0.020958766
679,7806,0.024912484
679,7807,0.024912484
679,7808,0.02637298
680,2941,0.12280772
680,3075,0.103514
680,4003,0.09184183
680,4659,0.103514
680,6023,0.0970416
680,6225,0.09184183
680,7348,0.103514
680,7809,0.09184183
680,7810,0.0970416
680,7811,0.0970416
681,1707,0.24626677
681,4632,0.26119974
681,7812,0.24626677
681,7813,0.24626677
682,3824,0.5
682,7223,0.5
683,48,0.011096712
683,178,0.005548356
683,218,0.0052311523
683,274,0.007376923
683,309,0.010462305
683,319,0.010462305
683,401,0.008785194
683,613,0.0069684
683,630,0.0052311523
683,716,0.012435942
683,744,0.005548356
683,793,0.008785194
683,831,0.0062061744
683,899,0.0069684
683,961,0.007376923
683,976,0.007376923
683,1050,0.0062061744
683,1081,0.0058513633
683,1177,0.004149341
683,1189,0.0052311523
683,1318,0.005548356
683,1338,0.009864167
683,1416,0.006570012
683,1434,0.0069684
683,1435,0.008298682
683,1475,0.0039121206
683,1632,0.004149341
683,1734,0.012421375
683,1816,0.007824241
683,2036,0.007376923
683,2141,0.0058513633
683,2149,0.0052311523
683,2150,0.005548356
683,2191,0.010462305
683,2631,0.012435942
683,2650,0.015675604
683,2794,0.0052311523
683,2887,0.010462305
683,3071,0.014792642
683,3082,0.023532655
683,3284,0.011082515
683,3303,0.0069684
683,3466,0.005548356
683,3533,0.015715532
683,3625,0.006570012
683,3699,0.01172497
683,3700,0.006570012
683,3732,0.009317905
683,3734,0.007376923
683,3792,0.005548356
683,3916,0.011082515
683,4114,0.009317905
683,4213,0.009864167
683,4234,0.010462305
683,4256,0.012421375
683,4369,0.007824241
683,4400,0.0058513633
683,4517,0.0062061744
683,4566,0.008298682
683,4611,0.0069684
683,4716,0.01864936
683,4779,0.0052311523
683,4833,0.009317905
683,4840,0.010779508
683,4935,0.006570012
683,5149,0.0062061744
683,5629,0.009317905
683,5994,0.0039121206
683,6426,0.0069684
683,6444,0.012819763
683,6603,0.007824241
683,6642,0.0062061744
683,6801,0.007824241
683,6818,0.007824241
683,7132,0.010462305
683,7143,0.01172497
683,7259,0.007376923
683,7260,0.0062061744
683,7307,0.0062061744
683,7387,0.01172497
683,7814,0.004149341
683,7815,0.0052311523
683,7816,0.0052311523
683,7817,0.0052311523
683,7818,0.0052311523
683,7819,0.013529834
683,7820,0.005548356
683,7821,0.005548356
683,7822,0.0058513633
683,7823,0.0062061744
683,7824,0.0062061744
683,7825,0.015355204
683,7826,0.006570012
683,7827,0.0069684
683,7828,0.0069684
683,7829,0.008298682
683,7830,0.008298682
683,7831,0.017083876
683,7832,0.008785194
683,7833,0.008785194
683,7834,0.008785194
683,7835,0.009317905
683,7836,0.009317905
683,7837,0.009317905
683,7838,0.009317905
683,7839,0.009317905
683,7840,0.009317905
683,7841,0.009864167
683,7842,0.009864167
683,7843,0.009864167
683,7844,0.009864167
683,7845,0.009864167
683,7846,0.010462305
683,7847,0.010462305
683,7848,0.010462305
683,7849,0.011096712
683,7850,0.011096712
684,77,0.039789185
684,92,0.047385026
684,1241,0.089351974
684,1656,0.044675987
684,2295,0.044675987
684,2822,0.03751441
684,3740,0.04212183
684,4485,0.044675987
684,4732,0.050162975
684,5003,0.080112904
684,5429,0.04212183
684,6810,0.050162975
684,7120,0.047385026
684,7285,0.035436913
684,7821,0.047385026
684,7851,0.03751441
684,7852,0.03751441
684,7853,0.039789185
684,7854,0.044675987
684,7855,0.047385026
684,7856,0.050162975
685,1,0.005747195
685,57,0.015111661
685,58,0.00611893
685,59,0.007845368
685,225,0.025777286
685,231,0.009065535
685,262,0.015282586
685,427,0.0060841246
685,429,0.008471985
685,648,0.02424424
685,703,0.0101982895
685,711,0.0042980425
685,720,0.0024267447
685,723,0.01923049
685,730,0.0030652583
685,751,0.008563498
685,809,0.012016683
685,823,0.003827909
685,825,0.0034286778
685,881,0.0068183998
685,898,0.009500895
685,921,0.002288006
685,922,0.009615245
685,981,0.004825917
685,988,0.004052321
685,990,0.009065535
685,1068,0.01212212
685,1282,0.02290938
685,1295,0.015282586
685,1381,0.008073918
685,1386,0.0076267957
685,1405,0.0101982895
685,1437,0.031192742
685,1448,0.004052321
685,1461,0.01212212
685,1499,0.004825917
685,1622,0.004550016
685,1694,0.0032511274
685,1824,0.008563498
685,1906,0.0136367995
685,1915,0.009615245
685,1925,0.0101982895
685,1969,0.011450816
685,1978,0.0076267957
685,2038,0.030959478
685,2040,0.0032511274
685,2132,0.005118548
685,2457,0.0032511274
685,3191,0.009615245
685,3411,0.022182785
685,3433,0.004052321
685,3556,0.00645305
685,3562,0.0054186233
685,3570,0.008737342
685,3638,0.003827909
685,3648,0.0054186233
685,3717,0.009065535
685,3723,0.0068183998
685,4171,0.012706147
685,4418,0.0025641385
685,4507,0.0025641385
685,4606,0.009615245
685,4685,0.0071907663
685,4849,0.0035749585
685,4991,0.012745343
685,5090,0.0068183998
685,5136,0.010237096
685,5199,0.0028900153
685,5334,0.0042980425
685,5342,0.0128571745
685,5555,0.015257941
685,5619,0.011450816
685,5973,0.0128571745
685,6144,0.004550016
685,6364,0.009065535
685,6536,0.01212212
685,6804,0.016190294
685,6810,0.0054186233
685,6970,0.0128571745
685,6975,0.003827909
685,7081,0.002288006
685,7117,0.0042980425
685,7121,0.007550708
685,7143,0.010796164
685,7144,0.008104642
685,7221,0.015282586
685,7244,0.00645305
685,7454,0.004550016
685,7505,0.011450816
685,7747,0.006318693
685,7805,0.01440887
685,7852,0.023653338
685,7857,0.0024267447
685,7858,0.002724791
685,7859,0.0028900153
685,7860,0.006837878
685,7861,0.003827909
685,7862,0.004052321
685,7863,0.0042980425
685,7864,0.0042980425
685,7865,0.004550016
685,7866,0.004550016
685,7867,0.004825917
685,7868,0.0054186233
685,7869,0.016214786
685,7870,0.0060841246
685,7871,0.0076267957
685,7872,0.008073918
685,7873,0.008563498
685,7874,0.008563498
685,7875,0.0136367995
685,7876,0.015282586
686,798,0.07889571
686,890,0.074526586
686,928,0.070265844
686,1046,0.06353793
686,1147,0.083679736
686,1346,0.053861782
686,3451,0.074526586
686,4030,0.070265844
686,4512,0.053759594
686,5276,0.04973266
686,5509,0.06739071
686,6385,0.06739071
686,6552,0.06353793
686,7551,0.07889571
686,7857,0.04973266
687,1101,0.1427978
687,1376,0.1427978
687,1838,0.1427978
687,4190,0.13463396
687,5202,0.15116934
687,6361,0.15116934
687,7478,0.13463396
688,237,0.10001565
688,265,0.10567818
688,613,0.094118774
688,1108,0.08873793
688,2434,0.10567818
688,4581,0.094118774
688,4932,0.11144949
688,5662,0.10001565
688,6062,0.08873793
688,7601,0.11144949
689,39,0.08201202
689,223,0.08201202
689,470,0.07747032
689,834,0.07747032
689,844,0.07304128
689,2307,0.07747032
689,2310,0.08201202
689,3827,0.08201202
689,4490,0.07747032
689,5999,0.06925891
689,7877,0.14672922
689,7878,0.07304128
690,9,0.05369903
690,933,0.05893573
690,1998,0.05369903
690,2001,0.05268889
690,2093,0.05369903
690,2185,0.059272464
690,2731,0.05369903
690,2861,0.06086943
690,4358,0.05369903
690,4694,0.05369903
690,5407,0.06133357
690,5460,0.05369903
690,5488,0.06655214
690,6560,0.05268889
690,6561,0.05268889
690,6571,0.05369903
690,7742,0.05268889
690,7879,0.05268889
691,1407,1.0
692,150,0.05133102
692,193,0.019687459
692,458,0.019687459
692,698,0.032750648
692,817,0.036772996
692,890,0.016594458
692,892,0.022147438
692,921,0.023445833
692,937,0.06096215
692,993,0.070057504
692,1142,0.024914797
692,1459,0.023445833
692,1810,0.01766768
692,1865,0.018597195
692,1999,0.016531553
692,2936,0.032750648
692,2938,0.019687459
692,3079,0.039878782
692,3403,0.030011095
692,3571,0.017500713
692,3603,0.039002813
692,3691,0.014807394
692,3805,0.06870783
692,4708,0.06782768
692,4850,0.02632539
692,4913,0.015616057
692,5477,0.021322038
692,5509,0.031054689
692,5815,0.020920947
692,5901,0.014807394
692,6756,0.020960713
692,6979,0.030011095
692,7880,0.015616057
692,7881,0.018597195
693,240,0.029104415
693,312,0.11553668
693,441,0.0975704
693,614,0.10289891
693,4221,0.11553668
693,4402,0.03063563
693,5178,0.03063563
693,6136,0.030231085
693,6538,0.0975704
693,6744,0.029104415
693,6792,0.10913843
693,7324,0.10289891
693,7882,0.10913843
694,136,0.29048154
694,2720,0.282044
694,4431,0.14074202
694,5220,0.13914746
694,5295,0.14758502
695,132,0.01219289
695,134,0.021677181
695,145,0.01219289
695,298,0.030743614
695,355,0.01369039
695,393,0.025815401
695,493,0.032607824
695,634,0.016303914
695,1049,0.011495815
695,1216,0.011495815
695,1280,0.008597151
695,1315,0.01823692
695,1487,0.019306062
695,1549,0.010238365
695,2069,0.019306062
695,2313,0.010238365
695,2377,0.025815401
695,2647,0.020476732
695,2950,0.02438578
695,2985,0.008151957
695,3662,0.0076859035
695,3693,0.016303914
695,3749,0.020476732
695,3825,0.0108385915
695,3873,0.0068063084
695,4088,0.01369039
695,4101,0.017194303
695,4105,0.007191659
695,4111,0.02738078
695,4721,0.02299163
695,4820,0.02438578
695,4937,0.008597151
695,4958,0.015371807
695,4976,0.010238365
695,5084,0.007191659
695,5215,0.009653031
695,5613,0.0068063084
695,5795,0.01823692
695,5922,0.0129077
695,5941,0.032607824
695,6499,0.015371807
695,6526,0.0076859035
695,7036,0.009653031
695,7123,0.008151957
695,7345,0.028985979
695,7470,0.0144929895
695,7605,0.02299163
695,7883,0.0108385915
695,7884,0.0144929895
695,7885,0.017194303
695,7886,0.01823692
695,7887,0.019306062
695,7888,0.021677181
695,7889,0.021677181
695,7890,0.02738078
695,7891,0.028985979
695,7892,0.030743614
695,7893,0.032607824
696,3137,0.24626677
696,3569,0.24626677
696,7894,0.24626677
696,7895,0.26119974
697,1071,0.5
697,4026,0.5
698,27,0.008565749
698,48,0.021970311
698,97,0.016650382
698,140,0.013928317
698,207,0.016650382
698,466,0.016650382
698,478,0.0076433
698,490,0.0076433
698,956,0.018518662
698,1280,0.026164489
698,1305,0.018518662
698,1746,0.04550125
698,1786,0.026164489
698,2074,0.0130326515
698,2250,0.026164489
698,2283,0.032545555
698,2678,0.019641586
698,2757,0.008565749
698,2916,0.017660016
698,2924,0.019641586
698,3045,0.0130326515
698,3081,0.020832602
698,3306,0.006393747
698,3328,0.006393747
698,3369,0.023302533
698,3419,0.008565749
698,3423,0.020832602
698,3466,0.023302533
698,3525,0.014885538
698,3700,0.015788158
698,3757,0.0068201916
698,3882,0.00810677
698,4088,0.00810677
698,4785,0.013928317
698,4855,0.017660016
698,4862,0.015788158
698,4936,0.014885538
698,5270,0.015788158
698,5362,0.0068201916
698,5397,0.0068201916
698,5815,0.0072063287
698,5908,0.013928317
698,6197,0.00810677
